Product_Category,Product_Sub_Category,Price,Discount
Beauty,Beauty Tools,52.47,0.0
Sports,Cycling,374.23,0.0
Electronics,Smartphones,642.69,0.0
Home & Garden,Bedding,640.93,0.19
Home & Garden,Gardening Tools,234.27,0.1
Electronics,Gaming Consoles,504.72,0.0
Sports,Cycling,230.24,0.0
Books,Fiction,57.05,0.0
Books,Fiction,49.71,0.0
Beauty,Skincare,16.9,0.06
Clothing,Shoes,83.83,0.0
Clothing,Jeans,282.18,0.0
Beauty,Skincare,94.94,0.0
Home & Garden,Furniture,180.66,0.11
Sports,Winter Sports,414.07,0.0
Books,Non-Fiction,51.78,0.0
Books,Non-Fiction,8.01,0.16
Clothing,Womens Dresses,276.97,0.0
Books,Non-Fiction,19.16,0.0
Books,Children Books,59.71,0.0
Beauty,Hair Care,17.93,0.17
Sports,Winter Sports,52.12,0.0
Electronics,Laptops,1074.67,0.0
Clothing,Shoes,268.16,0.0
Beauty,Hair Care,128.56,0.07
Books,Fiction,50.5,0.14
Beauty,Personal Care,96.73,0.0
Beauty,Personal Care,10.03,0.0
Sports,Winter Sports,392.62,0.11
Sports,Winter Sports,135.96,0.28
Electronics,Headphones,1459.49,0.0
Sports,Cycling,245.25,0.23
Sports,Team Sports,468.37,0.0
Beauty,Makeup,86.3,0.0
Sports,Fitness Equipment,200.14,0.0
Home & Garden,Storage,396.29,0.41
Electronics,Laptops,1414.08,0.09
Clothing,Jeans,127.84,0.08
Home & Garden,Kitchen Appliances,270.51,0.0
Home & Garden,Storage,788.19,0.0
Books,Magazines,11.85,0.16
Books,Educational,52.82,0.15
Sports,Outdoor Gear,125.28,0.0
Beauty,Makeup,67.0,0.1
Home & Garden,Storage,695.94,0.0
Beauty,Beauty Tools,140.25,0.0
Beauty,Fragrances,100.94,0.0
Home & Garden,Bedding,711.15,0.0
Home & Garden,Gardening Tools,234.04,0.47
Clothing,Accessories,220.07,0.0
Beauty,Skincare,107.44,0.0
Clothing,Mens Shirts,245.02,0.0
Home & Garden,Gardening Tools,202.18,0.12
Books,Children Books,10.27,0.0
Books,Children Books,9.94,0.32
Clothing,Jeans,23.54,0.09
Home & Garden,Home Decor,37.15,0.41
Home & Garden,Furniture,379.41,0.39
Home & Garden,Furniture,421.5,0.06
Beauty,Personal Care,109.36,0.0
Beauty,Beauty Tools,62.77,0.0
Electronics,Smartphones,90.84,0.0
Sports,Team Sports,263.22,0.46
Books,Non-Fiction,34.05,0.0
Books,Comics,54.3,0.0
Electronics,Smart Watches,407.98,0.0
Beauty,Hair Care,44.25,0.0
Books,Magazines,22.14,0.0
Books,Magazines,24.14,0.34
Books,Comics,13.89,0.06
Books,Educational,40.46,0.36
Books,Children Books,22.82,0.06
Clothing,Jeans,167.2,0.4
Sports,Winter Sports,68.63,0.0
Electronics,Tablets,962.31,0.0
Books,Fiction,32.61,0.0
Clothing,Sportswear,95.22,0.0
Books,Comics,56.4,0.0
Clothing,Jeans,44.31,0.34
Sports,Outdoor Gear,351.81,0.13
Sports,Cycling,484.84,0.08
Clothing,Mens Shirts,134.59,0.0
Sports,Water Sports,283.52,0.06
Electronics,Headphones,639.55,0.15
Electronics,Smart Watches,152.78,0.0
Sports,Team Sports,98.1,0.1
Beauty,Makeup,33.82,0.4
Home & Garden,Gardening Tools,644.0,0.0
Clothing,Sportswear,143.95,0.46
Books,Comics,14.53,0.0
Home & Garden,Bedding,748.06,0.0
Clothing,Shoes,157.75,0.0
Books,Magazines,30.37,0.13
Home & Garden,Gardening Tools,77.33,0.0
Electronics,Smart Watches,1698.93,0.0
Books,Fiction,37.78,0.0
Books,Educational,55.39,0.14
Home & Garden,Home Decor,693.48,0.17
Clothing,Mens Shirts,61.9,0.0
Electronics,Smart Watches,1847.65,0.0
Books,Fiction,34.17,0.0
Books,Comics,18.98,0.0
Clothing,Jeans,107.77,0.0
Electronics,Smart Watches,1270.08,0.19
Clothing,Mens Shirts,172.42,0.26
Electronics,Gaming Consoles,801.92,0.0
Beauty,Personal Care,78.27,0.17
Beauty,Fragrances,110.85,0.0
Electronics,Tablets,752.93,0.0
Electronics,Tablets,1214.38,0.0
Clothing,Accessories,233.4,0.15
Beauty,Hair Care,94.09,0.36
Books,Children Books,52.36,0.48
Clothing,Mens Shirts,184.0,0.0
Books,Non-Fiction,38.84,0.0
Clothing,Sportswear,175.67,0.11
Books,Children Books,18.32,0.0
Books,Magazines,12.19,0.0
Clothing,Shoes,161.02,0.0
Beauty,Hair Care,61.07,0.0
Home & Garden,Gardening Tools,62.69,0.0
Beauty,Fragrances,139.12,0.0
Electronics,Gaming Consoles,377.63,0.0
Beauty,Personal Care,103.3,0.0
Electronics,Tablets,1639.6,0.0
Sports,Outdoor Gear,409.6,0.0
Books,Educational,29.43,0.0
Beauty,Skincare,48.39,0.19
Beauty,Hair Care,99.21,0.1
Electronics,Tablets,1442.6,0.0
Books,Non-Fiction,30.12,0.0
Home & Garden,Gardening Tools,438.53,0.0
Home & Garden,Furniture,122.72,0.2
Clothing,Jeans,144.86,0.0
Books,Non-Fiction,20.15,0.46
Electronics,Smartphones,1027.49,0.0
Electronics,Headphones,117.61,0.0
Beauty,Personal Care,96.04,0.14
Books,Educational,46.08,0.0
Home & Garden,Storage,614.98,0.0
Clothing,Shoes,26.1,0.33
Clothing,Sportswear,154.55,0.0
Clothing,Shoes,22.54,0.0
Clothing,Jeans,145.44,0.0
Beauty,Beauty Tools,88.24,0.0
Sports,Water Sports,223.99,0.0
Clothing,Mens Shirts,32.78,0.0
Clothing,Mens Shirts,268.6,0.0
Sports,Fitness Equipment,406.57,0.32
Books,Non-Fiction,8.61,0.12
Clothing,Sportswear,46.36,0.49
Clothing,Shoes,184.64,0.0
Electronics,Smartphones,1866.88,0.0
Electronics,Gaming Consoles,1401.11,0.0
Sports,Outdoor Gear,409.52,0.0
Home & Garden,Gardening Tools,712.23,0.28
Home & Garden,Kitchen Appliances,711.73,0.0
Electronics,Gaming Consoles,490.85,0.09
Electronics,Tablets,794.86,0.0
Sports,Water Sports,116.97,0.0
Clothing,Shoes,70.78,0.0
Electronics,Gaming Consoles,154.97,0.15
Electronics,Gaming Consoles,588.82,0.0
Sports,Outdoor Gear,81.04,0.0
Beauty,Beauty Tools,131.11,0.0
Beauty,Beauty Tools,106.87,0.0
Books,Non-Fiction,19.14,0.0
Sports,Team Sports,149.5,0.0
Clothing,Jeans,68.83,0.0
Books,Magazines,29.42,0.0
Clothing,Shoes,110.85,0.0
Sports,Fitness Equipment,358.64,0.0
Clothing,Jeans,242.65,0.32
Books,Educational,48.58,0.0
Books,Fiction,53.89,0.0
Home & Garden,Furniture,703.51,0.31
Clothing,Mens Shirts,194.12,0.08
Clothing,Sportswear,267.62,0.11
Clothing,Mens Shirts,96.75,0.09
Home & Garden,Bedding,651.05,0.0
Electronics,Gaming Consoles,350.58,0.0
Home & Garden,Kitchen Appliances,83.45,0.0
Electronics,Laptops,1058.93,0.43
Electronics,Tablets,442.73,0.0
Beauty,Beauty Tools,89.18,0.0
Electronics,Laptops,1395.15,0.0
Clothing,Sportswear,132.12,0.0
Beauty,Skincare,122.42,0.0
Sports,Water Sports,406.49,0.0
Clothing,Mens Shirts,132.14,0.0
Electronics,Smartphones,1422.68,0.0
Beauty,Fragrances,10.99,0.08
Books,Fiction,40.29,0.0
Books,Non-Fiction,40.09,0.0
Beauty,Hair Care,11.4,0.11
Electronics,Smart Watches,1815.43,0.0
Home & Garden,Storage,342.5,0.11
Beauty,Personal Care,39.64,0.0
Clothing,Sportswear,24.26,0.0
Clothing,Jeans,128.02,0.0
Electronics,Gaming Consoles,342.32,0.0
Electronics,Tablets,1867.92,0.0
Electronics,Laptops,1204.03,0.07
Electronics,Gaming Consoles,1591.91,0.0
Sports,Fitness Equipment,123.25,0.0
Electronics,Smart Watches,1747.63,0.09
Home & Garden,Home Decor,212.41,0.09
Books,Children Books,52.54,0.47
Books,Non-Fiction,27.12,0.25
Beauty,Fragrances,56.78,0.0
Sports,Winter Sports,346.17,0.0
Electronics,Smart Watches,707.56,0.31
Beauty,Makeup,137.01,0.0
Beauty,Hair Care,26.39,0.0
Home & Garden,Kitchen Appliances,438.57,0.0
Home & Garden,Home Decor,718.26,0.0
Home & Garden,Storage,557.49,0.0
Books,Educational,15.03,0.31
Electronics,Gaming Consoles,1447.43,0.34
Clothing,Sportswear,95.23,0.0
Home & Garden,Storage,239.4,0.0
Home & Garden,Storage,753.07,0.16
Books,Magazines,39.53,0.0
Sports,Team Sports,441.62,0.0
Books,Educational,12.5,0.0
Electronics,Tablets,1634.32,0.0
Beauty,Skincare,78.75,0.19
Sports,Team Sports,202.29,0.06
Electronics,Gaming Consoles,139.02,0.0
Books,Children Books,59.3,0.09
Electronics,Smartphones,1654.38,0.0
Books,Children Books,22.97,0.35
Home & Garden,Furniture,354.41,0.44
Home & Garden,Bedding,435.78,0.36
Clothing,Shoes,233.33,0.0
Books,Children Books,14.9,0.0
Electronics,Tablets,491.67,0.0
Books,Educational,27.96,0.0
Clothing,Sportswear,183.86,0.47
Books,Children Books,37.61,0.0
Electronics,Smartphones,284.41,0.19
Home & Garden,Bedding,340.27,0.0
Books,Magazines,34.99,0.0
Electronics,Gaming Consoles,611.9,0.0
Books,Magazines,31.23,0.0
Beauty,Makeup,132.8,0.15
Books,Fiction,21.45,0.19
Clothing,Accessories,19.46,0.0
Electronics,Headphones,1488.9,0.0
Clothing,Sportswear,183.0,0.09
Electronics,Gaming Consoles,383.0,0.0
Beauty,Hair Care,39.36,0.0
Beauty,Skincare,99.91,0.0
Sports,Water Sports,404.19,0.0
Sports,Cycling,440.0,0.28
Home & Garden,Gardening Tools,167.7,0.0
Sports,Outdoor Gear,330.86,0.0
Books,Fiction,21.94,0.0
Sports,Outdoor Gear,466.18,0.07
Home & Garden,Home Decor,287.63,0.45
Clothing,Womens Dresses,182.24,0.0
Beauty,Personal Care,122.44,0.05
Sports,Outdoor Gear,472.45,0.0
Books,Educational,39.56,0.0
Home & Garden,Bedding,23.4,0.0
Home & Garden,Storage,369.93,0.0
Beauty,Makeup,72.62,0.46
Books,Fiction,51.31,0.0
Home & Garden,Kitchen Appliances,510.11,0.14
Books,Fiction,34.54,0.1
Beauty,Skincare,63.19,0.0
Clothing,Mens Shirts,297.67,0.0
Electronics,Smartphones,1411.52,0.37
Electronics,Headphones,760.33,0.06
Clothing,Womens Dresses,18.32,0.16
Electronics,Gaming Consoles,1961.06,0.18
Beauty,Makeup,146.21,0.45
Books,Educational,13.85,0.07
Beauty,Makeup,31.8,0.0
Clothing,Shoes,255.7,0.0
Beauty,Hair Care,138.95,0.0
Sports,Fitness Equipment,342.26,0.0
Clothing,Accessories,132.17,0.0
Home & Garden,Gardening Tools,570.29,0.0
Clothing,Womens Dresses,42.54,0.0
Beauty,Beauty Tools,74.35,0.06
Electronics,Smartphones,1717.31,0.0
Electronics,Gaming Consoles,1774.28,0.0
Electronics,Smart Watches,1460.98,0.0
Beauty,Makeup,60.38,0.0
Sports,Cycling,381.23,0.41
Clothing,Womens Dresses,198.0,0.0
Electronics,Gaming Consoles,1208.95,0.0
Sports,Fitness Equipment,85.73,0.0
Books,Comics,38.72,0.0
Clothing,Jeans,30.6,0.1
Electronics,Tablets,746.53,0.0
Electronics,Smart Watches,1116.06,0.19
Books,Comics,12.25,0.19
Sports,Cycling,493.43,0.0
Beauty,Skincare,56.54,0.12
Beauty,Beauty Tools,120.74,0.42
Beauty,Hair Care,125.16,0.0
Clothing,Sportswear,126.46,0.15
Home & Garden,Furniture,63.18,0.0
Home & Garden,Home Decor,181.88,0.0
Books,Comics,21.09,0.19
Beauty,Personal Care,12.57,0.0
Beauty,Skincare,49.51,0.0
Sports,Outdoor Gear,336.79,0.0
Clothing,Sportswear,261.86,0.0
Beauty,Skincare,145.84,0.0
Clothing,Jeans,279.92,0.0
Beauty,Hair Care,22.06,0.0
Electronics,Smart Watches,1326.57,0.0
Beauty,Beauty Tools,137.52,0.06
Beauty,Makeup,21.66,0.0
Books,Fiction,42.57,0.0
Clothing,Shoes,23.87,0.0
Beauty,Beauty Tools,79.37,0.0
Electronics,Tablets,893.9,0.0
Books,Non-Fiction,20.19,0.0
Home & Garden,Furniture,82.18,0.3
Books,Non-Fiction,29.53,0.19
Books,Comics,40.21,0.0
Home & Garden,Storage,793.87,0.0
Beauty,Makeup,60.09,0.0
Beauty,Fragrances,96.43,0.0
Clothing,Jeans,233.99,0.0
Home & Garden,Furniture,668.47,0.0
Sports,Winter Sports,309.32,0.0
Sports,Fitness Equipment,28.49,0.0
Beauty,Skincare,29.62,0.0
Clothing,Sportswear,112.42,0.0
Sports,Fitness Equipment,282.06,0.0
Clothing,Sportswear,28.74,0.13
Clothing,Accessories,21.31,0.0
Books,Comics,31.23,0.0
Sports,Water Sports,389.21,0.0
Home & Garden,Bedding,208.78,0.0
Books,Fiction,37.36,0.0
Home & Garden,Furniture,705.98,0.0
Sports,Fitness Equipment,460.01,0.29
Beauty,Fragrances,136.16,0.0
Home & Garden,Kitchen Appliances,257.19,0.0
Beauty,Hair Care,88.99,0.13
Home & Garden,Home Decor,547.66,0.0
Electronics,Smartphones,1244.73,0.0
Books,Children Books,56.49,0.12
Electronics,Smartphones,197.43,0.12
Home & Garden,Home Decor,326.62,0.17
Beauty,Skincare,104.94,0.0
Sports,Water Sports,358.71,0.0
Books,Educational,9.22,0.0
Electronics,Laptops,916.74,0.35
Beauty,Hair Care,28.16,0.0
Sports,Team Sports,196.07,0.06
Electronics,Smart Watches,481.42,0.06
Books,Non-Fiction,24.34,0.0
Sports,Water Sports,111.75,0.0
Beauty,Hair Care,23.63,0.0
Clothing,Womens Dresses,104.76,0.0
Books,Fiction,44.89,0.0
Home & Garden,Gardening Tools,231.25,0.0
Books,Non-Fiction,29.38,0.12
Books,Educational,38.16,0.0
Electronics,Smartphones,91.02,0.0
Sports,Water Sports,189.6,0.0
Beauty,Fragrances,79.49,0.0
Clothing,Womens Dresses,44.78,0.0
Home & Garden,Storage,97.61,0.0
Beauty,Makeup,67.77,0.0
Books,Children Books,38.72,0.0
Beauty,Beauty Tools,117.86,0.19
Books,Comics,37.76,0.0
Electronics,Tablets,1030.43,0.0
Books,Educational,12.04,0.19
Beauty,Fragrances,38.35,0.0
Beauty,Personal Care,93.12,0.32
Home & Garden,Bedding,731.19,0.0
Beauty,Makeup,21.8,0.0
Electronics,Gaming Consoles,1552.35,0.11
Books,Non-Fiction,16.47,0.11
Clothing,Jeans,136.87,0.0
Beauty,Fragrances,102.59,0.0
Sports,Team Sports,187.5,0.11
Beauty,Personal Care,90.74,0.0
Electronics,Headphones,1306.09,0.0
Home & Garden,Bedding,791.69,0.33
Sports,Cycling,326.93,0.0
Books,Educational,44.38,0.0
Books,Non-Fiction,31.77,0.0
Sports,Outdoor Gear,205.7,0.44
Electronics,Gaming Consoles,274.12,0.45
Beauty,Makeup,30.64,0.0
Sports,Water Sports,62.72,0.0
Sports,Outdoor Gear,129.18,0.17
Home & Garden,Gardening Tools,770.17,0.0
Clothing,Womens Dresses,228.42,0.0
Clothing,Accessories,110.41,0.0
Electronics,Tablets,1249.39,0.0
Beauty,Hair Care,149.36,0.0
Home & Garden,Kitchen Appliances,126.95,0.42
Books,Magazines,29.75,0.0
Clothing,Womens Dresses,241.58,0.11
Clothing,Accessories,75.6,0.0
Beauty,Hair Care,41.01,0.14
Clothing,Sportswear,94.4,0.0
Sports,Team Sports,322.18,0.0
Electronics,Gaming Consoles,1935.35,0.45
Sports,Cycling,426.91,0.0
Beauty,Personal Care,41.61,0.0
Beauty,Beauty Tools,41.01,0.0
Sports,Fitness Equipment,398.18,0.0
Books,Children Books,57.34,0.0
Beauty,Skincare,118.15,0.14
Beauty,Personal Care,48.82,0.0
Books,Comics,22.2,0.11
Electronics,Smartphones,240.53,0.1
Electronics,Smartphones,707.54,0.14
Clothing,Sportswear,35.78,0.0
Home & Garden,Gardening Tools,97.74,0.12
Clothing,Sportswear,98.0,0.0
Home & Garden,Kitchen Appliances,179.17,0.0
Sports,Outdoor Gear,291.06,0.0
Sports,Outdoor Gear,172.83,0.0
Clothing,Sportswear,247.73,0.0
Sports,Cycling,498.52,0.09
Electronics,Smart Watches,1861.99,0.0
Home & Garden,Furniture,148.13,0.0
Beauty,Personal Care,37.36,0.0
Beauty,Makeup,110.3,0.0
Beauty,Makeup,12.82,0.07
Beauty,Fragrances,131.8,0.0
Beauty,Personal Care,102.58,0.13
Electronics,Laptops,1718.05,0.08
Clothing,Sportswear,82.47,0.0
Clothing,Accessories,144.39,0.48
Beauty,Skincare,114.81,0.17
Books,Comics,47.69,0.0
Beauty,Personal Care,17.16,0.0
Home & Garden,Storage,608.54,0.0
Sports,Team Sports,340.32,0.0
Sports,Cycling,220.27,0.18
Beauty,Beauty Tools,77.47,0.0
Beauty,Skincare,25.5,0.15
Clothing,Shoes,163.06,0.0
Electronics,Smart Watches,1102.97,0.0
Beauty,Personal Care,18.9,0.39
Electronics,Laptops,1815.38,0.13
Books,Non-Fiction,20.73,0.09
Home & Garden,Bedding,48.64,0.13
Sports,Team Sports,36.68,0.27
Electronics,Smart Watches,1176.86,0.0
Home & Garden,Gardening Tools,403.93,0.0
Electronics,Laptops,956.47,0.15
Clothing,Shoes,201.03,0.16
Home & Garden,Kitchen Appliances,658.72,0.0
Clothing,Womens Dresses,83.83,0.0
Sports,Outdoor Gear,121.53,0.17
Books,Children Books,25.84,0.0
Books,Non-Fiction,52.44,0.0
Clothing,Jeans,293.18,0.0
Books,Fiction,34.98,0.12
Beauty,Skincare,102.89,0.16
Beauty,Hair Care,11.91,0.0
Sports,Team Sports,235.58,0.0
Electronics,Laptops,1867.45,0.0
Beauty,Hair Care,121.47,0.0
Books,Magazines,56.51,0.0
Beauty,Hair Care,34.74,0.0
Beauty,Personal Care,82.34,0.06
Sports,Team Sports,397.29,0.0
Home & Garden,Gardening Tools,702.03,0.0
Electronics,Smart Watches,236.03,0.0
Clothing,Womens Dresses,150.48,0.11
Clothing,Accessories,249.77,0.13
Electronics,Gaming Consoles,316.06,0.1
Home & Garden,Home Decor,617.37,0.0
Books,Non-Fiction,37.01,0.0
Beauty,Hair Care,35.8,0.4
Clothing,Accessories,299.06,0.0
Electronics,Headphones,1480.55,0.0
Beauty,Beauty Tools,137.92,0.09
Home & Garden,Bedding,42.85,0.0
Beauty,Skincare,122.5,0.0
Electronics,Tablets,1157.49,0.0
Clothing,Mens Shirts,258.28,0.1
Electronics,Laptops,504.39,0.0
Home & Garden,Kitchen Appliances,408.42,0.0
Electronics,Smartphones,1276.01,0.14
Books,Fiction,15.66,0.0
Home & Garden,Gardening Tools,637.48,0.0
Beauty,Hair Care,45.88,0.0
Books,Non-Fiction,48.69,0.18
Electronics,Tablets,255.46,0.0
Sports,Water Sports,204.64,0.25
Beauty,Fragrances,69.14,0.0
Clothing,Accessories,252.37,0.0
Sports,Outdoor Gear,468.59,0.0
Books,Educational,58.92,0.0
Sports,Outdoor Gear,452.14,0.37
Sports,Winter Sports,237.88,0.38
Sports,Cycling,133.47,0.48
Books,Fiction,38.04,0.29
Electronics,Gaming Consoles,498.41,0.19
Clothing,Shoes,192.54,0.0
Sports,Winter Sports,127.76,0.0
Clothing,Jeans,171.49,0.0
Clothing,Accessories,146.13,0.0
Home & Garden,Kitchen Appliances,326.69,0.1
Clothing,Sportswear,19.1,0.39
Clothing,Mens Shirts,52.96,0.09
Electronics,Gaming Consoles,1349.45,0.0
Books,Children Books,33.45,0.0
Clothing,Mens Shirts,29.63,0.12
Home & Garden,Storage,407.42,0.34
Sports,Outdoor Gear,443.82,0.0
Books,Non-Fiction,16.12,0.0
Electronics,Headphones,1026.22,0.0
Home & Garden,Storage,162.68,0.0
Clothing,Accessories,254.34,0.0
Home & Garden,Home Decor,560.83,0.0
Beauty,Skincare,27.97,0.36
Electronics,Headphones,385.78,0.31
Home & Garden,Bedding,147.65,0.13
Sports,Winter Sports,79.52,0.0
Electronics,Smart Watches,663.45,0.0
Beauty,Beauty Tools,55.52,0.0
Sports,Outdoor Gear,47.31,0.0
Clothing,Accessories,207.61,0.0
Clothing,Jeans,181.38,0.0
Beauty,Hair Care,30.64,0.0
Books,Educational,16.54,0.0
Electronics,Tablets,74.58,0.1
Sports,Outdoor Gear,56.57,0.0
Electronics,Gaming Consoles,1041.71,0.11
Electronics,Headphones,115.18,0.0
Electronics,Headphones,1823.17,0.0
Electronics,Smartphones,580.4,0.0
Electronics,Smartphones,1259.26,0.0
Clothing,Sportswear,174.21,0.0
Clothing,Mens Shirts,213.14,0.43
Electronics,Smartphones,1389.56,0.0
Beauty,Skincare,58.48,0.0
Beauty,Personal Care,119.67,0.0
Books,Educational,53.61,0.45
Books,Comics,52.65,0.0
Sports,Fitness Equipment,57.76,0.0
Beauty,Beauty Tools,102.9,0.09
Electronics,Headphones,1832.96,0.0
Home & Garden,Bedding,80.21,0.0
Books,Educational,49.78,0.4
Electronics,Gaming Consoles,1735.9,0.17
Beauty,Personal Care,76.99,0.47
Clothing,Mens Shirts,255.74,0.0
Books,Educational,52.7,0.0
Home & Garden,Gardening Tools,618.86,0.13
Clothing,Jeans,142.8,0.0
Home & Garden,Bedding,124.06,0.0
Beauty,Personal Care,12.16,0.0
Home & Garden,Kitchen Appliances,581.01,0.15
Electronics,Gaming Consoles,260.53,0.0
Electronics,Tablets,441.78,0.0
Books,Magazines,46.37,0.0
Beauty,Skincare,49.3,0.07
Sports,Fitness Equipment,109.71,0.0
Home & Garden,Home Decor,515.62,0.0
Books,Fiction,23.79,0.0
Beauty,Skincare,21.79,0.0
Clothing,Sportswear,219.07,0.0
Home & Garden,Kitchen Appliances,444.7,0.0
Electronics,Smartphones,1911.54,0.0
Home & Garden,Furniture,564.5,0.14
Clothing,Womens Dresses,166.26,0.0
Electronics,Tablets,801.67,0.0
Home & Garden,Bedding,118.37,0.0
Beauty,Skincare,98.74,0.0
Clothing,Shoes,269.24,0.38
Books,Non-Fiction,36.63,0.0
Electronics,Gaming Consoles,1395.43,0.0
Clothing,Accessories,35.78,0.3
Sports,Outdoor Gear,425.49,0.0
Clothing,Sportswear,45.46,0.32
Home & Garden,Gardening Tools,82.12,0.0
Books,Fiction,8.55,0.0
Electronics,Smartphones,1328.0,0.0
Sports,Fitness Equipment,415.68,0.17
Beauty,Personal Care,78.86,0.0
Sports,Team Sports,64.38,0.0
Clothing,Womens Dresses,144.21,0.11
Home & Garden,Furniture,163.06,0.13
Sports,Water Sports,153.57,0.0
Books,Comics,24.27,0.0
Books,Non-Fiction,12.4,0.12
Clothing,Shoes,139.55,0.0
Sports,Winter Sports,264.75,0.0
Clothing,Accessories,15.57,0.0
Books,Children Books,32.17,0.15
Clothing,Sportswear,268.8,0.0
Beauty,Beauty Tools,65.45,0.0
Books,Children Books,14.87,0.0
Home & Garden,Kitchen Appliances,699.12,0.0
Beauty,Makeup,51.85,0.05
Beauty,Fragrances,67.77,0.19
Electronics,Laptops,1405.15,0.0
Home & Garden,Kitchen Appliances,154.64,0.0
Home & Garden,Kitchen Appliances,614.64,0.0
Books,Fiction,47.09,0.0
Electronics,Tablets,1677.19,0.0
Sports,Winter Sports,491.12,0.0
Electronics,Headphones,1539.04,0.15
Books,Non-Fiction,59.31,0.0
Beauty,Hair Care,34.41,0.0
Books,Non-Fiction,37.43,0.09
Clothing,Jeans,189.03,0.1
Home & Garden,Kitchen Appliances,625.6,0.0
Sports,Team Sports,111.09,0.0
Home & Garden,Furniture,732.17,0.0
Sports,Water Sports,115.75,0.0
Books,Children Books,26.37,0.0
Beauty,Fragrances,120.67,0.0
Clothing,Shoes,60.69,0.0
Beauty,Fragrances,55.09,0.0
Home & Garden,Home Decor,214.92,0.34
Beauty,Fragrances,88.57,0.11
Sports,Team Sports,179.11,0.0
Clothing,Mens Shirts,37.43,0.0
Books,Fiction,16.3,0.0
Clothing,Womens Dresses,270.03,0.0
Sports,Water Sports,250.13,0.0
Home & Garden,Home Decor,533.32,0.14
Clothing,Accessories,33.48,0.0
Books,Fiction,29.75,0.42
Electronics,Headphones,641.56,0.0
Beauty,Makeup,119.92,0.0
Sports,Fitness Equipment,476.43,0.29
Electronics,Gaming Consoles,1989.99,0.0
Beauty,Skincare,31.82,0.0
Sports,Winter Sports,180.59,0.0
Books,Educational,14.78,0.0
Beauty,Skincare,144.89,0.0
Books,Magazines,56.4,0.19
Books,Educational,31.04,0.0
Books,Non-Fiction,25.42,0.32
Books,Non-Fiction,28.64,0.0
Books,Fiction,37.28,0.0
Sports,Team Sports,371.87,0.0
Beauty,Beauty Tools,108.95,0.0
Home & Garden,Furniture,338.79,0.0
Beauty,Fragrances,49.55,0.0
Beauty,Personal Care,83.89,0.0
Books,Children Books,20.47,0.0
Electronics,Smartphones,1045.4,0.08
Home & Garden,Home Decor,631.36,0.0
Home & Garden,Gardening Tools,122.4,0.39
Clothing,Shoes,20.45,0.0
Beauty,Fragrances,142.43,0.14
Sports,Water Sports,351.46,0.18
Beauty,Hair Care,90.58,0.0
Electronics,Smart Watches,1001.32,0.46
Electronics,Smart Watches,989.93,0.0
Sports,Winter Sports,385.46,0.41
Sports,Team Sports,458.0,0.12
Sports,Fitness Equipment,271.05,0.0
Electronics,Tablets,456.05,0.0
Books,Comics,23.36,0.06
Electronics,Tablets,320.97,0.0
Clothing,Sportswear,43.8,0.0
Beauty,Skincare,23.63,0.0
Electronics,Smartphones,1834.52,0.11
Home & Garden,Kitchen Appliances,89.19,0.0
Books,Fiction,21.82,0.0
Electronics,Smartphones,1364.67,0.06
Books,Non-Fiction,46.59,0.0
Beauty,Beauty Tools,95.45,0.0
Electronics,Laptops,1249.83,0.0
Electronics,Gaming Consoles,925.38,0.45
Beauty,Personal Care,89.9,0.13
Sports,Fitness Equipment,435.3,0.09
Sports,Water Sports,430.18,0.0
Sports,Winter Sports,163.06,0.06
Sports,Outdoor Gear,470.91,0.0
Clothing,Jeans,175.22,0.0
Electronics,Tablets,1848.34,0.1
Books,Fiction,52.59,0.0
Sports,Outdoor Gear,299.13,0.0
Sports,Team Sports,67.58,0.0
Home & Garden,Home Decor,118.49,0.0
Beauty,Skincare,18.2,0.0
Books,Children Books,45.09,0.0
Books,Non-Fiction,41.07,0.0
Electronics,Tablets,809.49,0.0
Sports,Cycling,129.13,0.0
Sports,Water Sports,452.51,0.46
Sports,Winter Sports,136.61,0.19
Beauty,Makeup,93.69,0.1
Electronics,Smartphones,432.39,0.41
Clothing,Shoes,103.36,0.13
Beauty,Fragrances,36.17,0.0
Electronics,Smart Watches,631.98,0.39
Sports,Fitness Equipment,425.84,0.0
Sports,Winter Sports,107.09,0.0
Sports,Outdoor Gear,185.43,0.0
Home & Garden,Home Decor,266.71,0.0
Beauty,Skincare,95.96,0.09
Books,Children Books,11.91,0.0
Home & Garden,Storage,34.45,0.0
Sports,Fitness Equipment,197.58,0.0
Beauty,Fragrances,10.99,0.16
Books,Magazines,26.04,0.0
Beauty,Hair Care,48.58,0.11
Clothing,Accessories,76.41,0.09
Books,Magazines,30.73,0.0
Electronics,Tablets,1501.66,0.0
Home & Garden,Kitchen Appliances,118.39,0.0
Home & Garden,Bedding,65.07,0.35
Electronics,Laptops,1074.45,0.0
Electronics,Smart Watches,383.65,0.0
Clothing,Womens Dresses,140.84,0.0
Sports,Fitness Equipment,320.2,0.0
Home & Garden,Bedding,597.81,0.11
Home & Garden,Home Decor,245.33,0.47
Books,Fiction,10.9,0.0
Electronics,Smartphones,538.2,0.0
Home & Garden,Home Decor,505.7,0.09
Sports,Cycling,363.5,0.0
Sports,Water Sports,198.17,0.15
Electronics,Headphones,614.52,0.0
Beauty,Hair Care,11.06,0.0
Books,Fiction,47.41,0.0
Electronics,Smartphones,1041.3,0.0
